  0.16377776E-09  0.10535037E-14  0.22044103E-09  0.83791946E-08  0.14922174E-06  0.24262649E-06  0.65962577E-06  0.10274452E-05  0.22170669E-05  0.32932107E-05  0.49188097E-05  0.64142158E-05  0.69333344E-05  0.74166223E-05  0.69110075E-05  0.64360554E-05  0.65889958E-05  0.67336650E-05  0.63771902E-05  0.60381115E-05
  0.23048720E-09  0.14422230E-14  0.30170220E-09  0.75942140E-08  0.14028150E-06  0.22827780E-06  0.70374989E-06  0.11231460E-05  0.26672778E-05  0.40641150E-05  0.64142158E-05  0.85760990E-05  0.93788690E-05  0.10126230E-04  0.93523219E-05  0.86253470E-05  0.88477684E-05  0.90581610E-05  0.86130451E-05  0.81896510E-05
  0.27640492E-09  0.17721828E-14  0.36260440E-09  0.63165105E-08  0.15334306E-06  0.25084896E-06  0.72697445E-06  0.11469469E-05  0.27892464E-05  0.42748870E-05  0.69333344E-05  0.93788690E-05  0.11211973E-04  0.12918551E-04  0.11834811E-04  0.10816793E-04  0.10982554E-04  0.11139350E-04  0.10527775E-04  0.99460457E-05
  0.31915330E-09  0.20793680E-14  0.41930300E-09  0.51269970E-08  0.16550308E-06  0.27186220E-06  0.74859599E-06  0.11691050E-05  0.29027964E-05  0.44711110E-05  0.74166223E-05  0.10126230E-04  0.12918551E-04  0.15518140E-04  0.14145952E-04  0.12856980E-04  0.12969991E-04  0.13076890E-04  0.12310346E-04  0.11581210E-04
  0.36429035E-09  0.26958119E-14  0.55130865E-09  0.76114047E-08  0.19019591E-06  0.31128334E-06  0.77756542E-06  0.11888554E-05  0.27998373E-05  0.42571477E-05  0.69110075E-05  0.93523219E-05  0.11834811E-04  0.14145952E-04  0.13872914E-04  0.13616433E-04  0.13839878E-04  0.14051239E-04  0.13036666E-04  0.12071605E-04
  0.40669010E-09  0.32748720E-14  0.67530890E-09  0.99451470E-08  0.21339126E-06  0.34831380E-06  0.80477802E-06  0.12074080E-05  0.27031221E-05  0.40561600E-05  0.64360554E-05  0.86253470E-05  0.10816793E-04  0.12856980E-04  0.13616433E-04  0.14329830E-04  0.14657012E-04  0.14966500E-04  0.13718939E-04  0.12532260E-04
  0.43056756E-09  0.36624241E-14  0.75739187E-09  0.94876932E-08  0.21064068E-06  0.34404245E-06  0.81066567E-06  0.12222565E-05  0.27508181E-05  0.41335702E-05  0.65889958E-05  0.88477684E-05  0.10982554E-04  0.12969991E-04  0.13839878E-04  0.14657012E-04  0.15569870E-04  0.16433360E-04  0.15428459E-04  0.14472598E-04
  0.45315370E-09  0.40290170E-14  0.83503570E-09  0.90549790E-08  0.20803885E-06  0.34000210E-06  0.81623490E-06  0.12363020E-05  0.27959347E-05  0.42067940E-05  0.67336650E-05  0.90581610E-05  0.11139350E-04  0.13076890E-04  0.14051239E-04  0.14966500E-04  0.16433360E-04  0.17820890E-04  0.17045526E-04  0.16308000E-04
  0.40308701E-09  0.37993388E-14  0.78056588E-09  0.58809937E-08  0.17145609E-06  0.28126311E-06  0.71900451E-06  0.11051198E-05  0.25970566E-05  0.39466776E-05  0.63771902E-05  0.86130451E-05  0.10527775E-04  0.12310346E-04  0.13036666E-04  0.13718939E-04  0.15428459E-04  0.17045526E-04  0.16644245E-04  0.16262546E-04
  0.35546360E-09  0.35808690E-14  0.72875420E-09  0.28619000E-08  0.13665857E-06  0.22539060E-06  0.62651899E-06  0.98033930E-06  0.24078839E-05  0.36992550E-05  0.60381115E-05  0.81896510E-05  0.99460457E-05  0.11581210E-04  0.12071605E-04  0.12532260E-04  0.14472598E-04  0.16308000E-04  0.16262546E-04  0.16219310E-04
