Solar Doppler Velocity [m/s]:   298.33                # Note: Positive means FOV moving TOWARDS the sun.
Solar Intensity Units are: ph/s/m^2/um    
Distance to Sun in AU:    1.00721
S = Solar Rest Frame.  E = earth-centered rest frame.
        Wavenumber_E        Wavenumber_S   Wavelength_S [um]       Transmittance           Intensity
         13198.73000         13198.71687        0.7576494065        0.9846378827        0.476207E+22
         13198.72000         13198.70687        0.7576499806        0.9853522649        0.476552E+22
         13198.71000         13198.69687        0.7576505546        0.9861637441        0.476945E+22
         13198.70000         13198.68687        0.7576511286        0.9870491641        0.477372E+22
         13198.69000         13198.67687        0.7576517027        0.9879837644        0.477824E+22
         13198.68000         13198.66687        0.7576522767        0.9889423230        0.478288E+22
         13198.67000         13198.65687        0.7576528507        0.9899002553        0.478751E+22
         13198.66000         13198.64687        0.7576534248        0.9908345739        0.479202E+22
         13198.65000         13198.63687        0.7576539988        0.9917246601        0.479632E+22
         13198.64000         13198.62687        0.7576545728        0.9925528111        0.480033E+22
         13198.63000         13198.61687        0.7576551469        0.9933045559        0.480396E+22
         13198.62000         13198.60687        0.7576557209        0.9939687474        0.480717E+22
         13198.61000         13198.59687        0.7576562950        0.9945374630        0.480992E+22
         13198.60000         13198.58687        0.7576568690        0.9950057539        0.481218E+22
         13198.59000         13198.57687        0.7576574431        0.9953712962        0.481394E+22
         13198.58000         13198.56687        0.7576580171        0.9956339970        0.481521E+22
         13198.57000         13198.55687        0.7576585911        0.9957956068        0.481599E+22
         13198.56000         13198.54687        0.7576591652        0.9958593809        0.481630E+22
         13198.55000         13198.53687        0.7576597392        0.9958298202        0.481615E+22
         13198.54000         13198.52687        0.7576603133        0.9957125083        0.481558E+22
         13198.53000         13198.51687        0.7576608873        0.9955140455        0.481462E+22
         13198.52000         13198.50687        0.7576614614        0.9952420653        0.481330E+22
         13198.51000         13198.49687        0.7576620354        0.9949053052        0.481167E+22
         13198.50000         13198.48687        0.7576626095        0.9945136959        0.480977E+22
         13198.49000         13198.47687        0.7576631835        0.9940784256        0.480766E+22
         13198.48000         13198.46687        0.7576637576        0.9936119390        0.480540E+22
         13198.47000         13198.45687        0.7576643317        0.9931278378        0.480306E+22
         13198.46000         13198.44687        0.7576649057        0.9926406592        0.480070E+22
         13198.45000         13198.43687        0.7576654798        0.9921655286        0.479840E+22
         13198.44000         13198.42687        0.7576660538        0.9917176971        0.479623E+22
         13198.43000         13198.41687        0.7576666279        0.9913119932        0.479427E+22
         13198.42000         13198.40687        0.7576672019        0.9909622448        0.479257E+22
         13198.41000         13198.39687        0.7576677760        0.9906806186        0.479121E+22
         13198.40000         13198.38687        0.7576683501        0.9904772258        0.479022E+22
         13198.39000         13198.37687        0.7576689241        0.9903595554        0.478965E+22
         13198.38000         13198.36687        0.7576694982        0.9903322344        0.478951E+22
         13198.37000         13198.35687        0.7576700722        0.9903968708        0.478982E+22
         13198.36000         13198.34687        0.7576706463        0.9905520367        0.479057E+22
         13198.35000         13198.33687        0.7576712204        0.9907933289        0.479174E+22
         13198.34000         13198.32687        0.7576717944        0.9911135790        0.479328E+22
         13198.33000         13198.31687        0.7576723685        0.9915031357        0.479516E+22
         13198.32000         13198.30687        0.7576729426        0.9919505090        0.479732E+22
         13198.31000         13198.29687        0.7576735166        0.9924427956        0.479970E+22
         13198.30000         13198.28687        0.7576740907        0.9929664064        0.480223E+22
         13198.29000         13198.27687        0.7576746648        0.9935076959        0.480485E+22
         13198.28000         13198.26687        0.7576752388        0.9940535587        0.480748E+22
         13198.27000         13198.25687        0.7576758129        0.9945919328        0.481008E+22
         13198.26000         13198.24687        0.7576763870        0.9951121736        0.481260E+22
         13198.25000         13198.23687        0.7576769611        0.9956052832        0.481498E+22
         13198.24000         13198.22687        0.7576775351        0.9960639883        0.481720E+22
         13198.23000         13198.21687        0.7576781092        0.9964826817        0.481922E+22
         13198.22000         13198.20687        0.7576786833        0.9968572491        0.482103E+22
         13198.21000         13198.19687        0.7576792574        0.9971848125        0.482261E+22
         13198.20000         13198.18687        0.7576798314        0.9974634248        0.482395E+22
         13198.19000         13198.17687        0.7576804055        0.9976917485        0.482505E+22
         13198.18000         13198.16687        0.7576809796        0.9978687509        0.482591E+22
         13198.17000         13198.15687        0.7576815537        0.9979934406        0.482651E+22
         13198.16000         13198.14687        0.7576821278        0.9980646683        0.482685E+22
         13198.15000         13198.13687        0.7576827018        0.9980810072        0.482693E+22
         13198.14000         13198.12687        0.7576832759        0.9980407273        0.482673E+22
         13198.13000         13198.11687        0.7576838500        0.9979418693        0.482625E+22
         13198.12000         13198.10687        0.7576844241        0.9977824209        0.482547E+22
         13198.11000         13198.09687        0.7576849982        0.9975605928        0.482440E+22
         13198.10000         13198.08687        0.7576855723        0.9972751808        0.482301E+22
         13198.09000         13198.07687        0.7576861464        0.9969259937        0.482132E+22
         13198.08000         13198.06687        0.7576867204        0.9965143158        0.481933E+22
         13198.07000         13198.05687        0.7576872945        0.9960433634        0.481705E+22
         13198.06000         13198.04687        0.7576878686        0.9955186858        0.481451E+22
         13198.05000         13198.03687        0.7576884427        0.9949484606        0.481175E+22
         13198.04000         13198.02687        0.7576890168        0.9943436318        0.480882E+22
         13198.03000         13198.01687        0.7576895909        0.9937178495        0.480579E+22
         13198.02000         13198.00687        0.7576901650        0.9930871855        0.480274E+22
         13198.01000         13197.99687        0.7576907391        0.9924696194        0.479975E+22
         13198.00000         13197.98687        0.7576913132        0.9918843122        0.479692E+22
         13197.99000         13197.97687        0.7576918873        0.9913507120        0.479433E+22
         13197.98000         13197.96687        0.7576924614        0.9908875879        0.479209E+22
         13197.97000         13197.95687        0.7576930355        0.9905118373        0.479027E+22
         13197.96000         13197.94687        0.7576936096        0.9902378401        0.478894E+22
         13197.95000         13197.93687        0.7576941837        0.9900763221        0.478816E+22
         13197.94000         13197.92687        0.7576947578        0.9900338747        0.478795E+22
         13197.93000         13197.91687        0.7576953319        0.9901125710        0.478833E+22
         13197.92000         13197.90687        0.7576959060        0.9903098709        0.478928E+22
         13197.91000         13197.89687        0.7576964801        0.9906187635        0.479077E+22
         13197.90000         13197.88687        0.7576970542        0.9910281646        0.479275E+22
         13197.89000         13197.87687        0.7576976283        0.9915236270        0.479514E+22
         13197.88000         13197.86687        0.7576982024        0.9920881583        0.479787E+22
         13197.87000         13197.85687        0.7576987765        0.9927032397        0.480084E+22
         13197.86000         13197.84687        0.7576993506        0.9933498598        0.480396E+22
         13197.85000         13197.83687        0.7576999247        0.9940095158        0.480715E+22
         13197.84000         13197.82687        0.7577004988        0.9946650988        0.481032E+22
         13197.83000         13197.81687        0.7577010729        0.9953016038        0.481339E+22
         13197.82000         13197.80687        0.7577016470        0.9959066261        0.481632E+22
         13197.81000         13197.79687        0.7577022212        0.9964706277        0.481904E+22
         13197.80000         13197.78687        0.7577027953        0.9969869842        0.482154E+22
         13197.79000         13197.77687        0.7577033694        0.9974518401        0.482378E+22
         13197.78000         13197.76687        0.7577039435        0.9978638145        0.482577E+22
         13197.77000         13197.75687        0.7577045176        0.9982236070        0.482751E+22
         13197.76000         13197.74687        0.7577050917        0.9985335520        0.482901E+22
         13197.75000         13197.73687        0.7577056658        0.9987971669        0.483028E+22
         13197.74000         13197.72687        0.7577062400        0.9990187295        0.483135E+22
         13197.73000         13197.71687        0.7577068141        0.9992029078        0.483223E+22
         13197.72000         13197.70687        0.7577073882        0.9993544579        0.483296E+22
         13197.71000         13197.69687        0.7577079623        0.9994779931        0.483356E+22
         13197.70000         13197.68687        0.7577085364        0.9995778228        0.483404E+22
         13197.69000         13197.67687        0.7577091106        0.9996578509        0.483442E+22
         13197.68000         13197.66687        0.7577096847        0.9997215257        0.483473E+22
         13197.67000         13197.65687        0.7577102588        0.9997718281        0.483497E+22
         13197.66000         13197.64687        0.7577108329        0.9998112868        0.483516E+22
         13197.65000         13197.63687        0.7577114071        0.9998420126        0.483530E+22
         13197.64000         13197.62687        0.7577119812        0.9998657419        0.483541E+22
         13197.63000         13197.61687        0.7577125553        0.9998838846        0.483550E+22
         13197.62000         13197.60687        0.7577131294        0.9998975719        0.483556E+22
         13197.61000         13197.59687        0.7577137036        0.9999077011        0.483561E+22
         13197.60000         13197.58687        0.7577142777        0.9999149760        0.483564E+22
         13197.59000         13197.57687        0.7577148518        0.9999199416        0.483566E+22
         13197.58000         13197.56687        0.7577154260        0.9999230141        0.483567E+22
         13197.57000         13197.55687        0.7577160001        0.9999245054        0.483568E+22
         13197.56000         13197.54687        0.7577165742        0.9999246430        0.483568E+22
         13197.55000         13197.53687        0.7577171484        0.9999235857        0.483567E+22
         13197.54000         13197.52687        0.7577177225        0.9999214359        0.483566E+22
         13197.53000         13197.51687        0.7577182966        0.9999182490        0.483564E+22
         13197.52000         13197.50687        0.7577188708        0.9999140397        0.483561E+22
         13197.51000         13197.49687        0.7577194449        0.9999087873        0.483559E+22
         13197.50000         13197.48687        0.7577200190        0.9999024375        0.483555E+22
         13197.49000         13197.47687        0.7577205932        0.9998949044        0.483551E+22
         13197.48000         13197.46687        0.7577211673        0.9998860695        0.483547E+22
         13197.47000         13197.45687        0.7577217415        0.9998757806        0.483542E+22
         13197.46000         13197.44687        0.7577223156        0.9998638486        0.483535E+22
         13197.45000         13197.43687        0.7577228898        0.9998500433        0.483529E+22
         13197.44000         13197.42687        0.7577234639        0.9998340879        0.483521E+22
         13197.43000         13197.41687        0.7577240380        0.9998156518        0.483511E+22
         13197.42000         13197.40687        0.7577246122        0.9997943420        0.483501E+22
         13197.41000         13197.39687        0.7577251863        0.9997696923        0.483489E+22
         13197.40000         13197.38687        0.7577257605        0.9997411513        0.483474E+22
         13197.39000         13197.37687        0.7577263346        0.9997080666        0.483458E+22
         13197.38000         13197.36687        0.7577269088        0.9996696679        0.483439E+22
         13197.37000         13197.35687        0.7577274829        0.9996250466        0.483417E+22
         13197.36000         13197.34687        0.7577280571        0.9995731317        0.483392E+22
         13197.35000         13197.33687        0.7577286312        0.9995126633        0.483363E+22
         13197.34000         13197.32687        0.7577292054        0.9994421621        0.483328E+22
         13197.33000         13197.31687        0.7577297795        0.9993598954        0.483288E+22
         13197.32000         13197.30687        0.7577303537        0.9992638400        0.483241E+22
         13197.31000         13197.29687        0.7577309278        0.9991516429        0.483187E+22
         13197.30000         13197.28687        0.7577315020        0.9990205807        0.483123E+22
         13197.29000         13197.27687        0.7577320762        0.9988675184        0.483049E+22
         13197.28000         13197.26687        0.7577326503        0.9986888734        0.482962E+22
         13197.27000         13197.25687        0.7577332245        0.9984805840        0.482861E+22
         13197.26000         13197.24687        0.7577337986        0.9982380913        0.482744E+22
         13197.25000         13197.23687        0.7577343728        0.9979563374        0.482607E+22
         13197.24000         13197.22687        0.7577349470        0.9976297899        0.482449E+22
         13197.23000         13197.21687        0.7577355211        0.9972524985        0.482266E+22
         13197.22000         13197.20687        0.7577360953        0.9968181954        0.482056E+22
         13197.21000         13197.19687        0.7577366694        0.9963204464        0.481815E+22
         13197.20000         13197.18687        0.7577372436        0.9957528627        0.481540E+22
         13197.19000         13197.17687        0.7577378178        0.9951093783        0.481229E+22
         13197.18000         13197.16687        0.7577383919        0.9943845946        0.480878E+22
         13197.17000         13197.15687        0.7577389661        0.9935741893        0.480486E+22
         13197.16000         13197.14687        0.7577395403        0.9926753773        0.480051E+22
         13197.15000         13197.13687        0.7577401144        0.9916874052        0.479573E+22
         13197.14000         13197.12687        0.7577406886        0.9906120484        0.479052E+22
         13197.13000         13197.11687        0.7577412628        0.9894540769        0.478492E+22
         13197.12000         13197.10687        0.7577418370        0.9882216435        0.477896E+22
         13197.11000         13197.09687        0.7577424111        0.9869265509        0.477269E+22
         13197.10000         13197.08687        0.7577429853        0.9855843532        0.476620E+22
         13197.09000         13197.07687        0.7577435595        0.9842142560        0.475957E+22
         13197.08000         13197.06687        0.7577441337        0.9828387929        0.475292E+22
         13197.07000         13197.05687        0.7577447078        0.9814832706        0.474636E+22
         13197.06000         13197.04687        0.7577452820        0.9801750000        0.474003E+22
         13197.05000         13197.03687        0.7577458562        0.9789423449        0.473407E+22
         13197.04000         13197.02687        0.7577464304        0.9778136424        0.472860E+22
         13197.03000         13197.01687        0.7577470045        0.9768161467        0.472378E+22
         13197.02000         13197.00687        0.7577475787        0.9759744791        0.471971E+22
         13197.01000         13196.99687        0.7577481529        0.9753103734        0.471649E+22
         13197.00000         13196.98687        0.7577487271        0.9748410389        0.471422E+22
         13196.99000         13196.97687        0.7577493013        0.9745787709        0.471295E+22
         13196.98000         13196.96687        0.7577498755        0.9745304572        0.471271E+22
         13196.97000         13196.95687        0.7577504496        0.9746973574        0.471352E+22
         13196.96000         13196.94687        0.7577510238        0.9750750807        0.471534E+22
         13196.95000         13196.93687        0.7577515980        0.9756536882        0.471813E+22
         13196.94000         13196.92687        0.7577521722        0.9764180711        0.472183E+22
         13196.93000         13196.91687        0.7577527464        0.9773483873        0.472632E+22
         13196.92000         13196.90687        0.7577533206        0.9784212207        0.473151E+22
         13196.91000         13196.89687        0.7577538948        0.9796102026        0.473726E+22
         13196.90000         13196.88687        0.7577544690        0.9808873012        0.474343E+22
         13196.89000         13196.87687        0.7577550431        0.9822239239        0.474989E+22
         13196.88000         13196.86687        0.7577556173        0.9835920266        0.475650E+22
         13196.87000         13196.85687        0.7577561915        0.9849651204        0.476314E+22
         13196.86000         13196.84687        0.7577567657        0.9863191176        0.476969E+22
         13196.85000         13196.83687        0.7577573399        0.9876329731        0.477604E+22
         13196.84000         13196.82687        0.7577579141        0.9888890981        0.478211E+22
         13196.83000         13196.81687        0.7577584883        0.9900735436        0.478783E+22
         13196.82000         13196.80687        0.7577590625        0.9911759693        0.479316E+22
         13196.81000         13196.79687        0.7577596367        0.9921894304        0.479806E+22
         13196.80000         13196.78687        0.7577602109        0.9931100225        0.480251E+22
         13196.79000         13196.77687        0.7577607851        0.9939364333        0.480650E+22
         13196.78000         13196.76687        0.7577613593        0.9946694467        0.481005E+22
         13196.77000         13196.75687        0.7577619335        0.9953114409        0.481315E+22
         13196.76000         13196.74687        0.7577625077        0.9958659167        0.481583E+22
         13196.75000         13196.73687        0.7577630819        0.9963370810        0.481810E+22
         13196.74000         13196.72687        0.7577636561        0.9967295028        0.482000E+22
         13196.73000         13196.71687        0.7577642303        0.9970478517        0.482153E+22
         13196.72000         13196.70687        0.7577648045        0.9972967185        0.482273E+22
         13196.71000         13196.69687        0.7577653787        0.9974805160        0.482362E+22
         13196.70000         13196.68687        0.7577659530        0.9976034502        0.482421E+22
         13196.69000         13196.67687        0.7577665272        0.9976695512        0.482453E+22
         13196.68000         13196.66687        0.7577671014        0.9976827514        0.482459E+22
         13196.67000         13196.65687        0.7577676756        0.9976469949        0.482441E+22
         13196.66000         13196.64687        0.7577682498        0.9975663643        0.482402E+22
         13196.65000         13196.63687        0.7577688240        0.9974452103        0.482343E+22
         13196.64000         13196.62687        0.7577693982        0.9972882684        0.482267E+22
         13196.63000         13196.61687        0.7577699724        0.9971007516        0.482176E+22
         13196.62000         13196.60687        0.7577705467        0.9968884061        0.482073E+22
         13196.61000         13196.59687        0.7577711209        0.9966575226        0.481961E+22
         13196.60000         13196.58687        0.7577716951        0.9964148968        0.481844E+22
         13196.59000         13196.57687        0.7577722693        0.9961677384        0.481724E+22
         13196.58000         13196.56687        0.7577728435        0.9959235285        0.481605E+22
         13196.57000         13196.55687        0.7577734177        0.9956898331        0.481492E+22
         13196.56000         13196.54687        0.7577739920        0.9954740823        0.481388E+22
         13196.55000         13196.53687        0.7577745662        0.9952833260        0.481295E+22
         13196.54000         13196.52687        0.7577751404        0.9951239872        0.481218E+22
         13196.53000         13196.51687        0.7577757146        0.9950016048        0.481158E+22
         13196.52000         13196.50687        0.7577762889        0.9949206478        0.481119E+22
         13196.51000         13196.49687        0.7577768631        0.9948843103        0.481101E+22
         13196.50000         13196.48687        0.7577774373        0.9948944020        0.481106E+22
         13196.49000         13196.47687        0.7577780115        0.9949512835        0.481133E+22
         13196.48000         13196.46687        0.7577785858        0.9950538697        0.481182E+22
         13196.47000         13196.45687        0.7577791600        0.9951996985        0.481252E+22
         13196.46000         13196.44687        0.7577797342        0.9953850692        0.481342E+22
         13196.45000         13196.43687        0.7577803084        0.9956051621        0.481448E+22
         13196.44000         13196.42687        0.7577808827        0.9958544191        0.481568E+22
         13196.43000         13196.41687        0.7577814569        0.9961266387        0.481699E+22
         13196.42000         13196.40687        0.7577820311        0.9964153327        0.481839E+22
         13196.41000         13196.39687        0.7577826054        0.9967139773        0.481983E+22
         13196.40000         13196.38687        0.7577831796        0.9970162651        0.482129E+22
         13196.39000         13196.37687        0.7577837538        0.9973163265        0.482274E+22
         13196.38000         13196.36687        0.7577843281        0.9976089109        0.482415E+22
         13196.37000         13196.35687        0.7577849023        0.9978895214        0.482550E+22
         13196.36000         13196.34687        0.7577854766        0.9981545000        0.482678E+22
         13196.35000         13196.33687        0.7577860508        0.9984010637        0.482797E+22
